job_title,comp_name,comp_type,comp_size,region,city,contract,exper,gender,positions,salary
فني مختبر طبي,شركة مجمع الرحمة الطبي,خاص,متوسطة فئة أ,الرياض,AR RIYADH...,دوام كامل,2,both,5,5000.0
فني هندسة ميكانيكية,مؤسسة جازي  للمقاولات,خاص,صغيرة فئة ب,الباحة,AL BAHA...,دوام كامل,0,M,1,4000.0
فني هندسة إلكترونية,مؤسسة جازي  للمقاولات,خاص,صغيرة فئة ب,الباحة,AL BAHA...,دوام كامل,0,M,1,4000.0
أخصائي عمليات موارد بشرية,شركة حديد السد للصناعة,خاص,متوسطة فئة ب,الرياض,AR RIYADH...,دوام كامل,2,M,1,8000.0
سكرتير,شركة تنمية للمقاولات شركة شخص واحد,خاص,صغيرة فئة ب,المدينة المنورة,AL MADINA...,دوام كامل,0,both,3,4000.0
بائع,مؤسسة عبدالله صباح فهد العنزي التجارية,خاص,صغيرة فئة أ,الرياض,AL KHARJ...,دوام كامل,0,F,1,4000.0
مشرف مسكن,شركه افراس للتجاره والمقاولات,خاص,عملاقة,الرياض,AR RIYADH...,دوام كامل,0,both,1,4000.0
مساعد إداري,مؤسسة حديقة الطفل الأهلية,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,عمل عن بعد,0,both,2,4000.0
سكرتير تنفيذي,مؤسسة رحلة الإنجاز للمقاولات,خاص,صغيرة فئة ب,مكة المكرمة,MAKKAH AL...,دوام كامل,2,M,1,4000.0
مصمم وسائط متعددة,شركة عروبة الشرق للتجارة شركة شخص واحد,خاص,متوسطة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,both,2,5000.0
أخصائي تسويق,معهد الثقه الفائزة للتدريب,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,M,1,4500.0
سائق شاحنة ثقيلة,شركة الاتحاد السريع,خاص,متوسطة فئة أ,الرياض,ABA AL KI...,دوام كامل,2,both,3,5500.0
مدير عمليات موارد بشرية,شركة قوافل الكمال للتجارة,خاص,متوسطة فئة ب,مكة المكرمة,MAKKAH AL...,دوام كامل,7,both,1,6000.0
سكرتير,المكتب التعاوني للدعوة والارشاد وتوعية الجاليات با,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,both,2,3000.0
عامل تصنيع,مصنع رواد الكفاح للصناعة,خاص,صغيرة فئة ب,المنطقة الشرقية,AL MUBARR...,دوام كامل,0,M,1,4400.0
عامل كاونتر مأكولات ومشروبات,مطعم نسيم الوردة الشامية,خاص,صغيرة فئة ب,المنطقة الشرقية,AD DAMMAM...,دوام كامل,0,both,2,4000.0
بائع,شركة أسامه بكر عبدالله بكر الزراعية,خاص,متوسطة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,both,1,4000.0
بائع,شركة أسامه بكر عبدالله بكر الزراعية,خاص,متوسطة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,0,both,1,4000.0
مساعد إداري,شركة تيم واي للمقاولات  شركة شخص واحد,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,both,1,4000.0
نادل,مقهى جواهر خلف بن شجاع العتيبي لتقديم المشروبات,خاص,صغيرة فئة ب,مكة المكرمة,MAKKAH AL...,دوام كامل,0,F,2,3200.0
محاسب,مصنع محمد عايض الوهبي للصناعة,خاص,صغيرة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,0,M,1,4082.0
فني طوابع,مؤسسة رياده الخير للنقل البري,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,both,3,4000.0
بائع,مطعم ملعقة الطاهي لتقديم الوجبات,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,F,2,4000.0
نادل,مطعم ملعقة الطاهي لتقديم الوجبات,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,F,4,4000.0
طاهي,مطعم ملعقة الطاهي لتقديم الوجبات,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,F,5,4000.0
مدير تسويق,مؤسسة كناري للانتاج الفني,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,both,1,4000.0
صراف عملات,شركة سالم سليم دخيل الله اللهيبي واولاده للصرافه,خاص,صغيرة فئة أ,المدينة المنورة,AL MADINA...,دوام كامل,0,M,3,4500.0
مدير شؤون قانونية,شركة يوسف هدبان الحارثي للمحاماة والاستشارات القانونية,خاص,صغيرة فئة أ,تبوك,TABUK...,دوام كامل,2,M,1,4000.0
مهندس كيميائي,فرع مصنع شركة الحمراني فوكس البترولية العربية السعودية المحد,خاص,متوسطة فئة ب,المدينة المنورة,YANBU AS ...,دوام كامل,4,both,1,7000.0
فني انتاج مشتقات نفطية,فرع مصنع شركة الحمراني فوكس البترولية العربية السعودية المحد,خاص,متوسطة فئة ب,المدينة المنورة,YANBU AS ...,دوام كامل,2,M,1,5000.0
موظف استقبال,مركز صانعة الاحلام الرياضي,خاص,صغيرة فئة ب,القصيم,AL BADAI'...,دوام كامل,0,F,1,4000.0
كاتب موارد بشرية,شركة محمد عايض فواز الوهبي للتجارة,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,F,1,4082.0
كاتب موارد بشرية,مصنع محمد عايض الوهبي للصناعة,خاص,صغيرة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,0,F,1,4082.0
أخصائي توظيف,شركة الامتياز للتقنيه المحدوده,خاص,متوسطة فئة أ,الرياض,AR RIYADH...,دوام كامل,2,M,1,6000.0
محصل,شركة ثقة الدولية العقارية,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,2,F,1,6000.0
محاسب,شركة خدمات اطلس الدوليه,خاص,متوسطة فئة ج,الرياض,ABA ASLAB...,دوام كامل,0,both,2,6000.0
أخصائي تغذية,شركة خدمات اطلس الدوليه,خاص,متوسطة فئة ج,الرياض,ABA ASLAB...,دوام كامل,0,both,2,7000.0
محاسب,شركة ايرادات للخدمات العقارية,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,2,both,2,7000.0
مساعد إداري,شركة حديد السد للصناعة,خاص,متوسطة فئة ب,الرياض,AR RIYADH...,دوام كامل,2,M,1,5000.0
مهندس تقنية معلومات,شركة دار خبراء الشبكات,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,2,both,2,8000.0
محلل نظم المعلومات,شقق لجين الغربية للوحدات السكنية المفروشة,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,2,both,1,4000.0
بائع,مؤسسة هتان عبدالواحد عبدالرب قرشي السلمي التجارية,خاص,صغيرة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,0,both,3,4000.0
نادل,مطعم ملعقة الطاهي لتقديم الوجبات,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,F,4,4000.0
فني صيانة ميكانيكية,فرع مصنع شركة الحمراني فوكس البترولية العربية السعودية المحد,خاص,متوسطة فئة ب,المدينة المنورة,YANBU AS ...,دوام كامل,2,M,1,5000.0
مساح إحصائي,شركة عايد دحيم الحمود وشركاه للتجارة والمقاولات,خاص,كبيرة,الرياض,AR RIYADH...,دوام كامل,0,M,5,5000.0
فني مواد إنشائية,شركة عايد دحيم الحمود وشركاه للتجارة والمقاولات,خاص,كبيرة,الرياض,AR RIYADH...,دوام كامل,0,M,5,5000.0
فني طرق,شركة عايد دحيم الحمود وشركاه للتجارة والمقاولات,خاص,كبيرة,الرياض,AR RIYADH...,دوام كامل,0,M,5,5000.0
مهندس ميكانيكي,شركة عايد دحيم الحمود وشركاه للتجارة والمقاولات,خاص,كبيرة,الرياض,AR RIYADH...,دوام كامل,0,M,3,8400.0
مهندس مواد,شركة عايد دحيم الحمود وشركاه للتجارة والمقاولات,خاص,كبيرة,الرياض,AR RIYADH...,دوام كامل,0,M,3,8400.0
مهندس مدني,شركة عايد دحيم الحمود وشركاه للتجارة والمقاولات,خاص,كبيرة,الرياض,AR RIYADH...,دوام كامل,0,M,3,8400.0
مهندس كهربائي,شركة عايد دحيم الحمود وشركاه للتجارة والمقاولات,خاص,كبيرة,الرياض,AR RIYADH...,دوام كامل,0,M,3,8400.0
مساعد إداري,شركة إم اتش بي العربية السعودية التجارية,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,F,1,6150.0
مدير عمليات موارد بشرية,مؤسسة سحاب الأفق للمقاولات,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,2,both,1,6500.0
طبيب أسنان عام,مجمع شفاء طيبة الطبي,خاص,متوسطة فئة أ,المدينة المنورة,AL MADINA...,دوام كامل,0,F,1,6000.0
بائع,شركة اراده الاعمال للتجارة (شركة شخص واحد),خاص,متوسطة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,both,1,4400.0
مهندس مدني,مكتب بيت دلتا للاستشارات الهندسية,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,M,1,7000.0
سائق حافلة,شركة الدور المتقدمة مساهمة مقفلة,خاص,صغيرة فئة ب,المدينة المنورة,AL ULA...,دوام كامل,2,M,3,4000.0
موظف استقبال,شركة العلاج البديل الطبية,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,F,1,4000.0
سكرتير تنفيذي,شركة جازان للطاقة والتنمية,خاص,متوسطة فئة ب,جازان,JIZAN...,دوام كامل,2,M,1,5000.0
منسق منتجات,شركه التموين العربي التجاريه المحدوده,خاص,كبيرة,الرياض,AR RIYADH...,دوام كامل,0,both,6,4000.0
محاسب,مؤسسة مجدر لتجارة الجملة و التجزئة,خاص,صغيرة فئة أ,المدينة المنورة,AL 'AQUL...,دوام كامل,2,both,1,6000.0
مدخل بيانات,فرع شركة الوقود المتحدة,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,2,both,1,5000.0
إداري مواقع إلكترونية,مؤسسة رياده الخير للنقل البري,خاص,صغيرة فئة ب,الرياض,ABA ASLAB...,دوام كامل,0,both,1,4000.0
موظف استقبال,مؤسسة شام الشاملة التجارية,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,M,3,4000.0
فني صيانة أجهزة إلكترونية,مؤسسة الحلول الذاتية للمقاولات,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,2,M,3,4000.0
أخصائي مشتريات,مؤسسة مركز التأهيل المتكامل الطبي,خاص,صغيرة فئة أ,مكة المكرمة,AS SALAMA...,دوام كامل,7,both,2,5000.0
سكرتير طبي,مؤسسة مركز التأهيل المتكامل الطبي,خاص,صغيرة فئة أ,مكة المكرمة,AS SALAMA...,دوام كامل,4,F,3,4500.0
فني علاج طبيعي,مؤسسة مركز التأهيل المتكامل الطبي,خاص,صغيرة فئة أ,مكة المكرمة,AS SALAMA...,دوام كامل,4,both,5,4500.0
سكرتير طبي,مؤسسة مركز التأهيل المتكامل  الطبي,خاص,صغيرة فئة أ,مكة المكرمة,AL QUNFID...,دوام كامل,7,both,3,4500.0
أخصائي علاج طبيعي,مؤسسة مركز التأهيل المتكامل  الطبي,خاص,صغيرة فئة أ,مكة المكرمة,AL QUNFID...,دوام كامل,7,both,5,5000.0
مشرف موقع إنشائي,شركة السبع سنابل (شركة شخص واحد),خاص,متوسطة فئة أ,مكة المكرمة,JU'RANAH...,دوام كامل,0,M,1,4000.0
مدخل بيانات,مؤسسة روائع الكون للتجارة,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,F,1,5000.0
مهندس نظم تقنية معلومات,شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,خاص,عملاقة,الرياض,ABA ASLAB...,دوام كامل,7,both,1,15000.0
مساعد إداري,شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,خاص,عملاقة,الرياض,ABA ASLAB...,دوام كامل,2,both,1,10000.0
أخصائي تسويق,شركة رفال للتكييف والتبريد (شركة شخص واحد),خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,2,both,2,6000.0
فني شبكات تقنية معلومات,شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,خاص,عملاقة,الرياض,ABA ASLAB...,دوام كامل,7,both,1,15000.0
حارس أمن,شركة آشي وبشناق للمقاولات شركة مساهمة مقفلة,خاص,كبيرة,مكة المكرمة,JEDDAH...,دوام كامل,2,M,4,4000.0
اخصائي دعم فني,شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,خاص,عملاقة,الرياض,ABA ASLAB...,دوام كامل,4,both,1,4500.0
بائع مأكولات ومشروبات,مقهى كالفن لتقديم المشروبات,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,F,1,5000.0
سكرتير تنفيذي,شركة محمد بن سلمان الشيباني للمحاماة والاستشارات القانونية,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,4,both,2,5000.0
مدخل بيانات,مكتبة نوره سعد مطر البقمي للنسخ والتصوير,خاص,صغيرة فئة ب,مكة المكرمة,AT TAIF...,دوام كامل,0,F,2,4000.0
مشرف صيانة,مؤسسة افاق منيفة للتشغيل والصيانة,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,M,1,5000.0
مشرف تنظيف وتدبير,مؤسسة افاق منيفة للتشغيل والصيانة,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,M,1,4500.0
أخصائي مستودعات,شركة إم اتش بي العربية السعودية التجارية,خاص,صغيرة فئة ب,المدينة المنورة,AL MADINA...,دوام كامل,2,M,1,7000.0
سكرتير,مركز اللياقة الحقيقية الرياضي,خاص,صغيرة فئة ب,المنطقة الشرقية,DHAHRAN...,دوام كامل,2,M,1,4500.0
كاتب علاقات حكومية,شركة نظارات الجميل التجارية,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,4,both,1,4000.0
سكرتير,شركة نظارات الجميل التجارية,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,2,both,1,4000.0
أخصائي مستودعات,شركة إم اتش بي العربية السعودية التجارية,خاص,صغيرة فئة ب,المنطقة الشرقية,AD DAMMAM...,دوام كامل,2,M,1,7000.0
